"nflId","height","weight","birthDate","collegeName","Position","displayName"
46370,"6-6",300,"1995-09-18","Texas Christian","G","Austin Schlottmann"
47823,"6-2",200,"1997-09-20","Clemson","CB","Trayvon Mullen"
47824,"6-5",312,"1995-07-13","Kansas State","G","Dalton Risner"
47854,"6-3",281,"1997-01-05","Ohio State","DT","Dre'Mont Jones"
47889,"6-5",255,"1997-08-22","Eastern Michigan","DE","Maxx Crosby"
48094,"6-5",300,"1996-03-25","Texas","T","Calvin Anderson"
51272,"6-2",235,"1997-05-28","Northern Colorado","LS","Jacob Bobenmoyer"
52589,"6-3",307,"1999-03-27","Fresno State","G","Netane Muti"
39974,"6-2",328,"1988-11-21","North Carolina","DT","Sylvester Williams"
41279,"6-3",252,"1993-01-17","Georgia Tech","OLB","Jeremiah Attaochu"
41310,"6-3",336,"1991-07-12","Mississippi State","G","Gabe Jackson"
42826,"6-1",292,"1992-12-29","Clemson","DT","DeShawn Williams"
43387,"6-2",202,"1993-11-19","Boston College","FS","Justin Simmons"
45196,"6-6",300,"1994-01-05","Michigan","C","Erik Magnuson"
46084,"6-8",325,"1995-10-09","UCLA","T","Kolton Miller"
46134,"6-8",320,"1995-10-21","North Carolina A&amp;T","T","Brandon Parker"
46175,"6-1",236,"1994-12-25","Iowa","ILB","Josey Jewell"
46236,"6-5",215,"1995-01-23","Auburn","K","Daniel Carlson"
48235,"6-4",300,"1997-05-02","UCLA","C","Andre James"
52517,"6-4",330,"1997-08-19","Clemson","G","John Simpson"
46225,"6-6",248,"1995-02-17","Wisconsin","TE","Troy Fumagalli"
47810,"6-0",205,"1996-10-25","Mississippi State","SS","Johnathan Abram"
43356,"6-2",308,"1995-04-08","Nebraska","DT","Maliek Collins"
52485,"6-1",200,"1997-09-12","Iowa","CB","Michael Ojemudia"
47932,"5-10",185,"1995-12-21","Clemson","WR","Hunter Renfrow"
44971,"6-0",185,"1994-06-30","Temple","CB","Nate Hairston"
52420,"6-0",190,"1999-01-24","Alabama","WR","Henry Ruggs"
52491,"6-4",315,"1997-11-22","Louisiana State","C","Lloyd Cushenberry"
46140,"6-0",238,"1996-02-24","Oregon","RB","Royce Freeman"
37117,"6-3",254,"1987-02-28","Arizona","OLB","Brooks Reed"
40248,"5-11",225,"1990-11-27","Auburn","ILB","Daren Bates"
40326,"6-1",235,"1989-09-19","Nebraska","ILB","Will Compton"
42496,"6-3",250,"1991-08-16","North Dakota State","OLB","Kyle Emanuel"
43062,"6-1",240,"1991-08-15","Cal Poly","ILB","Nick Dzubnar"
43584,"5-8",182,"1994-08-08","Holy Cross","WR","Kalif Raymond"
43854,"6-4",263,"1993-07-31","Stanford","OLB","Brennan Scarlett"
44964,"5-10",201,"1994-12-14","Iowa","CB","Desmond King"
45339,"6-6",258,"1994-05-04","Oregon","TE","Pharaoh Brown"
46278,"6-0",185,"1995-09-22","Southern Mississippi","CB","Cornell Armstrong"
46283,"6-3",254,"1995-06-26","Stanford","ILB","Peter Kalambayi"
46506,"5-11",202,"1995-02-26","Tulane","RB","Dontrell Hilliard"
46633,"6-1",218,"1996-03-27","Florida Atlantic","RB","Buddy Howell"
46669,"5-11",210,"1995-07-22","Missouri Western","CB","Jonathan Owens"
46846,"6-0",203,"1995-08-28","Nebraska","CB","Joshua Kalu"
47869,"6-5",250,"1997-03-23","San Diego State","TE","Kahale Warring"
47899,"5-11",210,"1998-06-14","Iowa","FS","Amani Hooker"
48557,"6-2",224,"1996-04-06","Northwestern","ILB","Nate Hall"
52501,"5-11",200,"1998-07-09","Appalachian State","RB","Darrynton Evans"
52656,"5-8",205,"1997-09-19","Miami, O.","K","Sam Sloman"
52972,"5-8",211,"1997-10-06","Mississippi","RB","Scottie Phillips"
53074,"6-3",215,"1997-03-21","Indiana","WR","Nick Westbrook-Ikhine"
35731,"5-10",242,"1986-02-17","Baylor","LS","Jonathan Weeks"
38600,"6-3",205,"1988-10-06","California","P","Bryan Anger"
38688,"6-5",288,"1988-09-07","Penn State","DT","Jack Crawford"
41341,"6-4",322,"1991-12-27","Penn State","NT","DaQuan Jones"
42513,"6-0",195,"1993-05-03","Towson","CB","Tye Smith"
43075,"6-2",228,"1992-04-11","West Georgia","ILB","Tyrell Adams"
44869,"6-3",238,"1994-12-02","Vanderbilt","ILB","Zach Cunningham"
46841,"6-5",290,"1995-11-09","UCLA","DT","Matt Dickerson"
47802,"6-4",300,"1997-07-28","Mississippi State","DT","Jeffery Simmons"
52469,"6-0",200,"1998-09-03","Louisiana State","CB","Kristian Fulton"
33338,"6-2",214,"1986-02-17","Toledo","P","Brett Kern"
35330,"6-1",243,"1985-07-06","Western Washington","LS","Matt Overton"
42486,"6-2",243,"1992-03-24","Southern Illinois","TE","MyCole Pruitt"
42589,"6-4",260,"1993-09-16","Texas","TE","Geoff Swaim"
46172,"5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
46339,"5-10",186,"1994-05-02","Southern California","WR","Steven Mitchell"
48207,"6-0",233,"1996-07-01","Vanderbilt","FB","Khari Blasingame"
48257,"5-10",192,"1996-10-10","Clemson","CB","Mark Fields"
35472,"6-5",325,"1988-06-06","Indiana","G","Rodger Saffold"
38683,"6-8",321,"1990-01-16","Purdue","T","Dennis Kelly"
40124,"6-5",310,"1990-08-24","San Jose State","G","David Quessenberry"
42457,"6-4",308,"1992-02-28","Arizona State","G","Jamil Douglas"
44955,"6-3",297,"1993-12-05","Clemson","DE","Carlos Watkins"
46227,"6-3",290,"1995-12-30","Virginia","NT","Andrew Brown"
46778,"5-11",202,"1995-12-15","Mississippi","FS","A.J. Moore"
47837,"6-2",213,"1995-11-04","Kentucky","CB","Lonnie Johnson"
47865,"6-3",316,"1996-09-23","North Carolina-Charlotte","G","Nate Davis"
47944,"6-5",280,"1997-08-20","Texas","DE","Charles Omenihu"
52448,"6-4",305,"1998-07-09","Texas Christian","DT","Ross Blacklock"
52968,"6-4",320,"1996-10-16","West Georgia","DT","Auzoyah Alufohai"
39907,"6-7",270,"1986-04-22","California-Irvine","TE","Darren Fells"
41422,"6-5",321,"1991-09-23","Tennessee","G","Zach Fulton"
42954,"6-4",310,"1992-04-23","Toledo","C","Greg Mancz"
43846,"6-0",183,"1994-01-29","UCLA","K","Ka'imi Fairbairn"
44973,"6-6",306,"1995-11-28","Florida State","T","Roderick Johnson"
46167,"6-4",243,"1992-04-19","Central Florida","TE","Jordan Akins"
47838,"6-6",325,"1996-08-10","Northern Illinois","T","Max Scharping"
48450,"6-6",300,"1995-09-10","Wisconsin","C","Beau Benzschawel"
52534,"6-8",315,"1996-11-20","North Carolina","T","Charlie Heck"
52582,"6-3",291,"1997-04-24","North Carolina State","DT","Larrell Murchison"
44975,"5-9",205,"1995-12-26","Boise State","RB","Jeremy McNichols"
45355,"6-2",246,"1995-02-19","Harvard","TE","Anthony Firkser"
41393,"6-3",220,"1990-09-13","Alabama","QB","AJ McCarron"
38681,"6-3",300,"1990-05-10","Washington","G","Senio Kelemete"
35608,"6-4",328,"1988-09-29","Texas Christian","T","Marshall Newhouse"
37084,"6-5",288,"1989-03-22","Wisconsin","DE","J.J. Watt"
38578,"6-0",208,"1990-03-19","Illinois","SS","Tavon Wilson"
42458,"5-11",208,"1992-05-13","Northwestern","FS","Ibraheim Campbell"
43817,"6-0",210,"1993-09-25","Appalachian State","FS","Doug Middleton"
44987,"6-5",253,"1994-05-01","Drake","TE","Eric Saubert"
45153,"6-0",195,"1994-09-08","Hawaii","P","Rigoberto Sanchez"
45287,"5-9",190,"1995-08-23","Valdosta State","CB","Kenny Moore"
46265,"6-0",190,"1996-07-20","Central Arkansas","CB","Tremon Smith"
46290,"6-0",229,"1995-12-12","Houston","OLB","Matthew Adams"
46304,"6-0",236,"1996-07-02","Syracuse","OLB","Zaire Franklin"
46349,"6-1",202,"1993-11-03","Central Arkansas","FS","George Odum"
46707,"6-1",209,"1996-06-20","Stanford","CB","Quenton Meeks"
47947,"6-4",230,"1995-06-01","Tarleton State","OLB","E.J. Speed"
48034,"6-1",232,"1995-11-02","Texas Tech","OLB","Dakota Allen"
48118,"6-1",215,"1997-05-15","Malone","WR","Ashton Dulin"
48493,"6-2",234,"1997-04-01","Duke","LB","Joe Giles-Harris"
48505,"5-11",198,"1995-07-11","Michigan","CB","Brandon Rusnak"
48508,"6-0",209,"1996-12-05","Wyoming","FS","Andrew Wingard"
52548,"6-1",235,"1997-10-28","Miami","MLB","Shaquille Quarterman"
52614,"6-4",250,"1997-04-02","Georgia Tech","TE","Tyler Davis"
52621,"6-1",226,"1996-06-28","Michigan","OLB","Jordan Glasgow"
52631,"6-0",176,NA,"Memphis","CB","Chris Claybrooks"
52737,"5-11",193,"1996-08-02","Georgia Tech","RB","Nathan Cottrell"
43296,"6-7",300,"1994-03-17","Oregon","DT","DeForest Buckner"
44957,"6-4",315,"1993-10-20","Albany State, Ga.","NT","Grover Stewart"
46133,"6-3",277,"1995-01-30","Ohio State","DE","Tyquan Lewis"
46173,"5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
46316,"6-5",200,"1995-07-28","Mississippi State","P","Logan Cooke"
46618,"6-2",305,"1995-08-18","South Carolina","DT","Taylor Stallworth"
52619,"5-10",170,"1998-01-07","Massachusetts","CB","Isaiah Rodgers"
52729,"6-0",235,"1996-09-13","Baylor","LS","Ross Matiscik"
41379,"6-5",285,"1993-02-08","South Florida","OLB","Aaron Lynch"
41387,"6-2",292,"1991-11-23","Princeton","DT","Caraun Reid"
42434,"6-5",318,"1992-04-08","Florida","T","Chaz Green"
42477,"6-4",310,"1992-05-03","West Virginia","G","Mark Glowinski"
43352,"6-4",287,"1992-09-23","Georgia Tech","DE","Adam Gotsis"
43873,"6-2",238,"1992-12-02","William &amp; Mary","LS","Luke Rhodes"
44792,"6-5",267,"1993-09-19","Virginia Commonwealth","TE","Mo Alie-Cox"
45555,"6-1",194,"1993-04-20","Kentucky Wesleyan","WR","Keelan Cole"
46075,"6-5",330,"1996-03-19","Notre Dame","G","Quenton Nelson"
46106,"6-6",315,"1996-03-25","Auburn","T","Braden Smith"
46504,"6-3",300,"1994-01-13","Washington State","DT","Daniel Ekuale"
52557,"6-4",300,"1996-06-19","Ball State","G","Danny Pinter"
52724,"6-2",295,"1997-10-05","Miami, O.","DT","Doug Costin"
52751,"6-1",191,"1997-01-29","Georgia","K","Rodrigo Blankenship"
52493,"6-1",204,"1998-08-24","Utah","FS","Julian Blackmon"
48020,"5-11",185,"1996-10-23","Georgia","WR","Terry Godwin"
40641,"6-6",262,"1990-05-05","Western Kentucky","TE","Jack Doyle"
41448,"6-0",204,"1990-07-28","Ohio","CB","T.J. Carrie"
41548,"6-2",238,"1991-10-29","Florida","TE","Trey Burton"
44974,"6-1",230,"1995-08-08","Northwestern","MLB","Anthony Walker"
48318,"6-0",225,"1996-10-02","Nebraska","RB","Devine Ozigbo"
41939,"6-6",325,"1991-10-25","Ohio State","G","Andrew Norwell"
42031,"6-5",285,"1990-07-15","Mississippi State","DE","Denico Autry"
42410,"6-3",325,"1991-10-03","South Carolina","G","A.J. Cann"
43937,"6-3",221,"1994-12-30","Southern Oregon","K","Aldrick Rosas"
44846,"6-6",320,"1995-10-09","Alabama","T","Cam Robinson"
46198,"6-6",303,"1996-01-04","North Carolina State","T","Will Richardson"
46706,"6-5",311,"1996-04-18","Miami","T","KC McDermott"
47818,"6-5",312,"1997-11-25","Florida","T","Jawaan Taylor"
52734,"6-4",336,"1997-09-25","Missouri","G","Tre'Vour Wallace-Simms"
45102,"6-2",214,"1994-12-18","Old Dominion","WR","Zach Pascal"
52442,"6-4",220,"1997-10-05","Southern California","WR","Michael Pittman"
46105,"6-2",230,"1995-07-27","South Carolina State","MLB","Darius Leonard"
43645,"6-2",210,"1994-02-09","Michigan","SS","Jarrod Wilson"
43427,"6-3",245,"01/29/1993","Princeton","TE","Seth DeValve"
43680,"5-10",192,"1993-03-10","Fresno State","FS","Charles Washington"
43697,"6-0",205,"1993-11-22","Arizona State","RB","D.J. Foster"
43887,"6-2",235,"05/03/1993","Florida State","ILB","Terrance Smith"
44938,"6-3",245,"1995-05-09","Eastern Washington","OLB","Samson Ebukam"
45008,"6-1",228,"1994-12-16","Boise State","ILB","Tanner Vallejo"
45094,"6-4",232,"1994-11-23","Oregon","TE","Johnny Mundt"
45142,"6-3",256,"1994-11-22","Washington","TE","Darrell Daniels"
45785,"6-6",220,"1995-03-15","Wisconsin-Platteville","TE","Dan Arnold"
46229,"6-1",253,"1995-04-24","Oklahoma","OLB","Ogbonnia Okoronkwo"
46671,"6-1",219,"1996-02-26","Vanderbilt","WR","Trent Sherfield"
46674,"6-2",214,"1996-06-09","Washington","ILB","Ezekiel Turner"
47922,"6-1",196,"1997-02-11","Alabama","SS","Deionte Thompson"
47928,"6-0",232,"1994-03-15","Utah","K","Matt Gay"
47939,"6-5",248,"1996-01-15","Oregon","ILB","Justin Hollins"
48026,"5-11",200,"1995-05-17","Penn State","FS","Nick Scott"
48778,"6-3",242,"1997-07-09","Georgia","OLB","Natrez Patrick"
48784,"5-10",180,"1996-01-27","Eastern Washington","WR","Nsimba Webster"
52465,"6-2",197,"1996-07-26","Florida","WR","Van Jefferson"
52732,"6-1",195,"1996-03-11","Georgia","DB","J.R. Reed"
52826,"6-0",202,"1997-09-30","Central Michigan","RB","Jonathan Ward"
52980,"5-11",188,"1998-07-19","Fresno State","DB","Juju Hughes"
29141,"6-1",185,"1982-08-11","Pittsburgh","P","Andy Lee"
38897,"6-5",232,"1990-07-05","San Diego State","LS","Aaron Brewer"
43404,"6-4",232,"1993-07-01","Minnesota","ILB","De'Vondre Campbell"
44895,"6-5",250,"1994-05-09","Youngstown State","DE","Derek Rivers"
46456,"5-9",187,"1993-03-15","Alabama-Birmingham","CB","Darious Williams"
47862,"5-11",196,"1998-02-06","Michigan","CB","David Long"
29874,"5-10",190,"1982-03-02","Ohio State","K","Mike Nugent"
38755,"6-5",310,"1989-04-08","North Carolina State","G","J.R. Sweezy"
38779,"6-3",308,"1989-06-08","Southern Methodist","T","Kelvin Beachum"
39965,"6-5",311,"1990-08-15","Syracuse","G","Justin Pugh"
42367,"6-5",307,"1993-12-28","Florida","T","D.J. Humphries"
42476,"6-4",309,"1991-11-09","Florida","G","Max Garcia"
43335,"6-4",330,"1995-03-21","Alabama","DT","A'Shawn Robinson"
43648,"6-5",315,"1993-04-19","Cincinnati","T","Justin Murray"
43791,"6-3",275,"1994-09-12","Colorado State-Pueblo","DE","Morgan Fox"
44903,"6-0",209,"1995-12-19","Boston College","FS","John Johnson"
46166,"6-5",292,"1996-03-28","Michigan","C","Mason Cole"
46264,"6-4",310,"1995-03-21","Rutgers","NT","Sebastian Joseph"
47917,"6-1",312,"1996-05-06","Washington","NT","Greg Gaines"
48780,"6-3",245,"1994-09-13","Delaware","ILB","Troy Reeder"
52480,"6-7",310,"1997-06-22","Houston","T","Josh Jones"
43915,"5-11",185,"1994-03-22","Oklahoma State","CB","Kevin Peterson"
52416,"6-3",225,"1998-07-26","Clemson","ILB","Isaiah Simmons"
52544,"6-5",245,"1997-03-27","Purdue","TE","Brycen Hopkins"
52653,"5-9",185,"1998-04-02","Louisiana-Lafayette","RB","Raymond Calais"
52981,"5-11",208,"1997-08-24","Southern Methodist","RB","Xavier Jones"
37874,"6-2",235,"1987-12-07","Ohio State","LS","Jake McQuaide"
38547,"6-2",190,"1989-10-26","Alabama","CB","Dre Kirkpatrick"
38815,"6-5",241,"1990-02-08","Oregon State","P","Johnny Hekker"
47816,"5-11",190,"1998-01-18","Washington","CB","Byron Murphy"
37078,"6-1",203,"1990-07-11","Louisiana State","CB","Patrick Peterson"
42400,"6-8",328,"1992-05-13","Wisconsin","T","Rob Havenstein"
42401,"6-3",260,"1991-03-13","Missouri","OLB","Markus Golden"
42443,"6-4",318,"1992-11-14","Auburn","DT","Angelo Blackson"
43537,"6-3",300,"1992-06-16","Iowa","C","Austin Blythe"
46102,"6-4",305,"1995-09-05","Nevada","G","Austin Corbett"
46376,"6-5",285,"1995-07-28","Washington","G","Coleman Shelton"
47848,"6-4",281,"1997-08-20","Boston College","DT","Zach Allen"
47952,"6-6",308,"1997-03-20","Wisconsin","G","David Edwards"
52539,"6-2",308,NA,"Louisiana State","NT","Rashard Lawrence"
52658,"6-2",315,"1998-06-24","Clemson","T","Tremayne Anchrum"
47845,"5-9",190,"1996-11-18","Massachusetts","WR","Andy Isabella"
39989,"6-0",193,"1992-04-10","Southern California","WR","Robert Woods"
40153,"6-3",341,"1990-01-17","Oklahoma","DE","Stacy McGee"
44825,"6-1",235,"1994-09-22","Temple","OLB","Haason Reddick"
44848,"5-10",195,"1996-01-10","Washington","SS","Budda Baker"
52522,"6-5",335,"1998-08-23","Utah","DT","Leki Fotu"
30937,"6-3",325,"1984-11-27","Michigan State","NT","Domata Peko"
37792,"6-1",250,"1989-05-12","Central Michigan","FB","Nick Bellore"
41256,"5-11",193,"1991-07-18","Northern Illinois","FS","Jimmie Ward"
41271,"6-3",215,"1992-07-16","Vanderbilt","WR","Jordan Matthews"
42579,"6-3",239,"1990-01-19","Wyoming","OLB","Mark Nzeocha"
43540,"6-2",236,"1992-12-11","Oregon","ILB","Joe Walker"
45281,"6-4",245,"1993-11-18","Wyoming","TE","Jacob Hollister"
45523,"6-0",205,"03/03/1995","Brigham Young","SS","Kai Nacua"
46189,"6-4",267,"1996-07-08","Washington","TE","Will Dissly"
46215,"6-3",203,"1995-06-02","Oklahoma State","CB","Tre Flowers"
46253,"6-0",208,"1994-06-09","Florida","SS","Marcell Harris"
46354,"5-11",184,"1996-03-25","Tennessee","CB","Emmanuel Moseley"
46711,"6-3",200,"1995-12-24","Southern Illinois","CB","Ryan Neal"
47871,"6-2",237,"1996-11-13","Utah","MLB","Cody Barton"
47893,"6-2",220,"1992-03-02","Utah","P","Mitch Wishnowsky"
47925,"6-0",230,"1997-09-08","Washington","OLB","Ben Burr-Kirven"
48117,"6-2",209,"1996-09-04","Arizona","SS","Demetrius Flannigan-Fowles"
48119,"5-8",180,"1996-07-05","Georgia State","WR","Penny Hart"
48322,"5-8",202,"1996-08-17","Rice","RB","Austin Walter"
52435,"6-1",245,"1997-10-21","Texas Tech","OLB","Jordyn Brooks"
52541,"6-7",251,"1999-01-08","Stanford","TE","Colby Parkinson"
52622,"6-0",199,"1998-08-04","Florida","WR","Freddie Swain"
52740,"5-10",200,"1996-11-07","McKendree","WR","Matt Cole"
40029,"6-4",260,"1992-09-11","Texas A&amp;M","DE","Damontre Moore"
41973,"6-3",253,"1992-02-28","Harvard","LS","Tyler Ott"
45900,"6-0",200,"1994-11-01","Washington State","WR","River Cracraft"
46210,"6-0",229,"1995-07-20","Central Florida","OLB","Shaquem Griffin"
46218,"6-2",208,"1996-01-04","Texas","P","Michael Dickson"
46392,"6-0",193,"1995-03-21","Cincinnati","DB","Linden Stephens"
47915,"5-9",201,"1997-05-16","Oregon","FS","Ugochukwu Amadi"
48268,"6-2",228,"1997-08-04","Florida Atlantic","MLB","Azeez Al-Shaair"
52598,"6-5",245,"1997-10-16","Georgia","TE","Charlie Woerner"
40078,"6-1",240,"1991-04-23","Harvard","FB","Kyle Juszczyk"
41358,"6-2",200,"1991-12-01","North Carolina State","CB","Dontae Johnson"
42416,"6-1",210,"1993-04-16","Indiana","RB","Tevin Coleman"
45026,"6-4",248,"07/08/1994","Louisville","LS","Colin Holba"
46211,"5-9",188,"1996-11-11","Kansas State","FS","D.J. Reed"
46331,"6-5",240,"1995-01-26","San Diego","TE","Ross Dwelley"
34986,"6-8",310,"05/04/1987","Ohio State","G","Alex Boone"
39949,"6-6",275,"1990-03-05","Oregon","DE","Dion Jordan"
41175,"5-10",190,"1991-05-12","Marist","K","Jason Myers"
41786,"6-2",270,"1991-05-02","Texas Tech","DE","Kerry Hyder"
42360,"6-7",292,"1993-11-15","Oregon","DE","Arik Armstead"
42364,"6-5",310,"1992-04-25","Texas A&amp;M","T","Cedric Ogbuehi"
44870,"6-6",320,"1995-08-05","Louisiana State","C","Ethan Pocic"
45011,"6-0",321,"1995-01-19","Mississippi","DT","D.J. Jones"
45346,"6-4",339,"1994-07-15","Southern California","G","Jordan Simmons"
45622,"6-7",310,"1994-01-19","Southern California","T","Chad Wheeler"
46197,"6-2",287,"1996-05-08","North Carolina State","DE","Kentavius Street"
52477,"6-3",332,"1997-03-21","Louisiana State","G","Damien Lewis"
41325,"5-9",205,"1992-05-03","Georgia Southern","RB","Jerick McKinnon"
37174,"6-4",246,"1989-07-23","Mississippi State","OLB","K.J. Wright"
38577,"6-0",242,"1990-06-27","Utah State","MLB","Bobby Wagner"
38625,"6-5",310,"1986-08-06","Utah","G","Tony Bergstrom"
38723,"6-6",313,"1989-05-10","South Dakota","T","Tom Compton"
42371,"6-3",312,"1992-02-09","Duke","G","Laken Tomlinson"
42543,"5-9",197,"1993-01-22","Texas","FS","Quandre Diggs"
43338,"6-3",306,"1992-12-16","Alabama","DT","Jarran Reed"
44902,"6-0",198,"1995-07-20","Central Florida","CB","Shaquill Griffin"
46078,"6-8",315,"1995-01-12","Notre Dame","T","Mike McGlinchey"
46148,"6-4",279,"1997-05-15","Southern California","DE","Rasheem Green"
46487,"5-11",310,"1995-11-19","Texas","NT","Poona Ford"
47590,"6-2",205,"1996-07-31","Washington","K","Tristan Vizcaino"
47812,"6-2",291,"1995-09-12","Texas Christian","DE","L.J. Collier"
47966,"6-6",318,"1996-11-23","Vanderbilt","T","Justin Skule"
52561,"6-7",324,"1996-08-09","West Virginia","T","Colton McKivitz"
40825,"6-3",265,"1991-08-03","Idaho","DE","Benson Mayowa"
45624,"6-2",250,"1994-03-06","San Diego State","DE","Alex Barrett"
47847,"6-4",230,"1997-12-14","Mississippi","WR","DK Metcalf"
40676,"6-5",250,"1990-05-21","Idaho State","TE","Josh Hill"
42511,"6-0",240,"1992-02-01","Rutgers","FB","Michael Burton"
43525,"6-1",223,"1994-04-24","Washington","RB","Dwayne Washington"
46825,"6-0",200,"1995-08-13","Nebraska","CB","Chris Jones"
48238,"6-1",195,"1997-09-14","Fordham","CB","Dylan Mabin"
46314,"6-5",311,"1995-12-10","Louisiana State","C","Will Clapp"
46468,"6-2",252,"1995-09-18","Washington State","DT","Hercules Mata'afa"
47831,"6-4",315,"1997-08-27","Texas A&amp;M","C","Erik McCoy"
52538,"6-4",295,"1999-01-20","Baylor","DT","James Lynch"
40005,"5-10",205,"1991-09-01","South Carolina","FS","D.J. Swearinger"
47888,"5-11",208,"1997-12-20","Florida","SS","Chauncey Gardner-Johnson"
52584,"6-0",200,"1997-06-10","Miami","WR","K.J. Osborn"
38553,"6-6",305,"1988-12-01","Iowa","T","Riley Reiff"
40023,"6-5",304,"1991-07-23","Arkansas-Pine Bluff","T","Terron Armstead"
53098,"6-2",204,"1998-03-27","Tennessee","WR","Marquez Callaway"
42421,"6-0",196,"1993-06-01","Florida State","FS","P.J. Williams"
44879,"5-10",215,"1995-07-25","Tennessee","RB","Alvin Kamara"
40130,"5-9",195,"1989-04-28","Oregon","RB","Kenjon Barner"
46797,"6-5",239,"1994-11-12","Southern Arkansas","TE","Tanner Hudson"
52569,"6-2",205,"1998-08-25","Minnesota","WR","Tyler Johnson"
47882,"5-10",200,"1996-05-18","Kentucky","FS","Mike Edwards"
47877,"6-1",206,"1996-10-15","Auburn","CB","Jamel Dean"
34777,"6-3",310,"1986-01-03","Troy","NT","Steve McLendon"
47788,"6-0",237,"1998-02-17","Louisiana State","ILB","Devin White"
35888,"6-0",188,"1988-08-20","Belhaven","CB","Tramaine Brock"
35441,"6-4",313,"1987-01-06","Nebraska","DE","Ndamukong Suh"
41915,"6-2",250,"1992-11-17","Colorado State","OLB","Shaquil Barrett"
45018,"6-3",295,"1994-06-02","Arkansas","DT","Jeremiah Ledbetter"
46164,"6-2",200,"1996-08-16","Southern Mississippi","FS","Tarvarius Moore"
46250,"6-3",260,"1994-10-11","Utah","OLB","Kylie Fitts"
47957,"6-1",199,"1996-10-09","Fresno State","WR","KeeSean Johnson"
47981,"6-2",197,"1995-07-31","Virginia","CB","Tim Harris"
48572,"6-4",248,"1995-04-20","Duke","TE","Daniel Helm"
44387,"6-4",245,"1994-05-28","Michigan State","LS","Taybor Pepper"
46116,"5-11",200,"1996-11-18","Texas A&amp;M","WR","Christian Kirk"
39941,"5-10",207,"1990-02-26","Southern Methodist","FS","Chris Banjo"
44885,"6-4",270,"1995-05-02","Kansas State","DE","Jordan Willis"
46139,"6-3",236,"1996-11-19","Brigham Young","MLB","Fred Warner"
47931,"6-0",225,"1997-05-25","Arkansas","OLB","Dre Greenlaw"
44878,"6-2",195,"1995-03-21","Colorado","CB","Ahkello Witherspoon"
30403,"6-0",190,"1982-12-06","Penn State","K","Robbie Gould"
42414,"6-3",301,"1991-08-12","Oregon","C","Hroniss Grasu"
42427,"6-1",236,"1992-06-27","Texas","ILB","Jordan Hicks"
52433,"6-1",206,"1998-03-17","Arizona State","WR","Brandon Aiyuk"
35443,"6-5",320,"1988-07-19","Oklahoma","T","Trent Williams"
43497,"6-2",230,"1994-05-16","Eastern Illinois","ILB","Kamu Grugier-Hill"
44045,"5-8",207,"1993-10-15","Southern Mississippi","RB","Jalen Richard"
47912,"6-2",210,"1995-12-20","Houston","CB","Isaiah Johnson"
48472,"6-0",205,"1995-08-17","California","RB","Patrick Laird"
52989,"6-3",205,"1997-02-21","Nevada-Las Vegas","DB","Javin White"
43475,"5-7",169,"1992-10-30","Texas Tech","WR","Jakeem Grant"
35618,"6-8",302,"1987-06-24","Notre Dame","T","Sam Young"
42587,"6-8",380,"1993-04-13","Florida","T","Trenton Brown"
42598,"6-5",340,"1991-03-08","Mars Hill","G","Denzelle Good"
46154,"6-0",200,"1995-01-23","Tennessee","SS","Rashaan Gaulden"
43503,"6-0",238,"1994-04-22","Houston","ILB","Elandon Roberts"
42351,"6-3",246,"1992-07-08","Clemson","OLB","Vic Beasley"
52743,"6-1",329,"1997-11-27","Mississippi","DT","Benito Jones"
46147,"6-2",240,"1996-11-15","Texas","OLB","Malik Jefferson"
46182,"6-1",206,"1995-03-10","Penn State","WR","DaeSean Hamilton"
46369,"6-0",207,"1996-02-13","Florida State","SS","Trey Marshall"
35462,"6-5",314,"1989-03-21","Iowa","T","Bryan Bulaga"
41464,"6-2",290,"1991-08-11","Illinois State","DE","Shelby Harris"
45003,"6-5",315,"1994-11-15","Utah","T","Sam Tevi"
40755,"5-10",195,"1990-01-24","Central Michigan","FS","Jahleel Addae"
42555,"6-3",255,"1992-12-10","Miami","OLB","Anthony Chickillo"
43384,"6-6",310,"1992-08-19","Michigan","G","Graham Glasgow"
43508,"6-1",194,"1994-07-29","Arizona","FS","Will Parks"
44240,"6-1",192,"1992-12-14","Penn State","K","Sam Ficken"
46641,"6-2",225,"1996-10-29","Notre Dame","RB","Josh Adams"
47969,"5-10",210,"1997-09-17","Maryland","RB","Ty Johnson"
52523,"6-5",240,"1998-04-23","Florida Atlantic","TE","Harrison Bryant"
36712,"6-1",210,"1987-09-09","Rice","FS","Andrew Sendejo"
46346,"6-2",205,"1993-12-08","Nevada-Las Vegas","CB","Robert Jackson"
47904,"6-3",267,"1995-09-12","West Virginia","TE","Trevon Wesco"
42952,"6-5",310,"1992-06-05","Appalachian State","T","Kendall Lamm"
47979,"6-1",198,"1996-07-19","Rutgers","CB","Blessuan Austin"
48029,"6-3",307,"1997-07-08","Mississippi","C","Javon Patterson"
52568,"6-1",302,"1998-11-13","Washington","C","Nick Harris"
41544,"6-2",298,"1991-06-21","Oregon State","G","Josh Andrews"
44882,"6-3",303,"1994-07-06","Ohio State","G","Pat Elflein"
46073,"5-11",191,"1997-04-28","Ohio State","CB","Denzel Ward"
